,brightness,confidence,bright_t31,frp,daynight,lulc,month,period_day,plant_harvest
452,329.9,47,310.4,12.2,D,Shrubland,March,morning,No
453,322.3,60,306.8,12.0,D,Shrubland,March,morning,No
454,330.2,77,308.6,26.8,D,Shrubland,March,morning,No
455,327.2,67,309.0,21.5,D,Shrubland,March,morning,No
456,339.6,87,310.2,51.9,D,Shrubland,March,morning,No
457,328.4,56,306.2,59.1,D,Shrubland,March,morning,No
458,327.9,59,306.2,53.1,D,Shrubland,March,morning,No
459,322.0,20,303.5,34.8,D,Shrubland,March,morning,No
460,326.3,60,309.8,13.3,D,Shrubland,March,morning,No
461,328.6,50,308.9,17.9,D,Shrubland,March,morning,No
462,328.7,57,311.0,13.6,D,Shrubland,March,morning,No
463,322.5,60,303.8,13.7,D,Shrubland,March,morning,No
464,328.8,75,310.1,23.7,D,Shrubland,March,morning,No
465,325.0,46,307.0,14.0,D,Shrubland,March,morning,No
466,327.1,63,309.4,15.8,D,Shrubland,March,morning,No
467,325.1,51,309.1,11.9,D,Shrubland,March,morning,No
468,328.3,42,308.5,23.0,D,Shrubland,March,morning,No
469,327.2,52,303.4,23.8,D,Shrubland,March,morning,No
470,325.5,48,301.7,18.6,D,Shrubland,March,morning,No
471,324.3,44,303.4,17.4,D,Shrubland,March,morning,No
472,327.3,68,308.7,19.2,D,Shrubland,March,morning,No
473,327.4,47,307.3,18.8,D,Shrubland,March,morning,No
474,331.7,50,310.9,21.4,D,Shrubland,March,morning,No
475,333.4,55,311.3,25.4,D,Shrubland,March,morning,No
476,327.0,56,308.0,17.6,D,Shrubland,March,morning,No
477,324.4,50,307.6,12.5,D,Shrubland,March,morning,No
478,324.2,23,307.1,11.2,D,Shrubland,March,morning,No
479,326.1,28,309.1,14.9,D,Shrubland,March,morning,No
480,340.9,86,311.1,50.6,D,Shrubland,March,morning,No
481,327.7,69,302.4,25.9,D,Shrubland,March,morning,No
482,324.2,53,301.8,16.9,D,Shrubland,March,morning,No
483,325.7,51,307.9,15.4,D,Shrubland,March,morning,No
484,327.6,68,311.3,18.2,D,Shrubland,March,morning,No
485,329.5,26,308.4,24.6,D,Shrubland,March,morning,No
486,323.4,46,306.4,11.8,D,Shrubland,March,morning,No
487,326.1,56,310.0,13.5,D,Shrubland,March,morning,No
488,329.6,65,311.3,21.4,D,Shrubland,March,morning,No
489,342.8,89,307.7,66.7,D,Shrubland,March,morning,No
490,333.4,77,308.3,33.0,D,Shrubland,March,morning,No
491,326.0,40,310.0,14.6,D,Shrubland,March,morning,No
492,334.3,72,307.3,36.5,D,Shrubland,March,morning,No
493,325.4,46,309.4,14.3,D,Shrubland,March,morning,No
494,329.0,75,305.9,27.8,D,Shrubland,March,morning,No
495,326.9,72,305.9,23.1,D,Shrubland,March,morning,No
496,323.5,41,303.6,15.7,D,Shrubland,March,morning,No
497,328.9,63,305.7,24.7,D,Shrubland,March,morning,No
498,327.3,30,307.9,16.8,D,Shrubland,March,morning,No
499,331.6,73,305.4,31.2,D,Shrubland,March,morning,No
500,328.5,59,305.3,24.1,D,Shrubland,March,morning,No
501,313.8,87,298.2,11.7,N,Shrubland,March,evening,No
502,308.3,72,296.6,5.9,N,Shrubland,March,evening,No
503,324.6,50,308.3,8.7,D,Shrubland,March,morning,No
504,363.8,100,312.6,83.2,D,Shrubland,March,morning,No
505,343.2,89,310.4,35.0,D,Shrubland,March,morning,No
506,324.9,65,309.8,6.7,D,Shrubland,March,morning,No
507,335.5,82,307.8,22.7,D,Shrubland,March,morning,No
508,338.9,86,311.5,25.8,D,Shrubland,March,morning,No
509,328.7,59,307.2,13.6,D,Shrubland,March,morning,No
510,320.7,28,307.4,6.0,D,Shrubland,March,morning,No
511,335.6,82,310.5,20.6,D,Shrubland,March,morning,No
512,328.3,71,310.5,12.0,D,Shrubland,March,morning,No
513,329.7,71,307.9,13.1,D,Shrubland,March,morning,No
514,323.6,46,308.0,5.7,D,Shrubland,March,morning,No
515,326.1,70,308.5,9.8,D,Shrubland,March,morning,No
516,331.6,77,307.8,15.2,D,Shrubland,March,morning,No
517,324.9,65,310.0,7.5,D,Shrubland,March,morning,No
518,326.3,65,309.4,9.1,D,Shrubland,March,morning,No
519,334.2,81,309.5,20.2,D,Shrubland,March,morning,No
520,326.8,75,303.5,10.8,D,Shrubland,March,morning,No
521,320.7,53,302.9,7.5,D,Shrubland,March,morning,No
522,323.6,53,309.4,7.8,D,Shrubland,March,morning,No
523,323.2,57,308.9,7.0,D,Shrubland,March,morning,No
524,326.2,62,308.6,8.8,D,Shrubland,March,morning,No
525,332.8,72,306.9,48.7,D,Shrubland,March,morning,No
526,330.0,73,307.7,33.4,D,Shrubland,March,morning,No
527,328.3,53,308.7,27.0,D,Shrubland,March,morning,No
528,327.8,29,307.6,23.2,D,Shrubland,March,morning,No
529,326.5,55,306.3,24.3,D,Shrubland,March,morning,No
530,325.0,54,308.8,17.9,D,Shrubland,March,morning,No
531,337.1,83,306.9,52.6,D,Shrubland,March,morning,No
532,327.7,54,309.8,13.0,D,Shrubland,March,morning,No
533,320.6,54,303.2,23.5,D,Shrubland,March,morning,No
534,306.3,67,296.0,4.3,N,Shrubland,March,afternoon,No
535,323.7,52,309.5,7.4,D,Shrubland,March,morning,No
536,326.8,65,309.3,13.2,D,Shrubland,March,morning,No
537,329.4,74,309.5,14.5,D,Shrubland,March,morning,No
538,326.2,68,309.8,8.7,D,Shrubland,March,morning,No
539,330.8,76,310.4,16.1,D,Shrubland,March,morning,No
540,325.8,60,311.0,13.6,D,Shrubland,March,morning,No
541,323.8,45,309.5,7.4,D,Shrubland,March,morning,No
542,329.1,23,313.5,8.9,D,Shrubland,March,morning,No
543,330.9,51,312.5,11.6,D,Shrubland,March,morning,No
544,333.0,69,312.5,15.6,D,Shrubland,March,morning,No
545,329.3,29,312.0,8.2,D,Shrubland,March,morning,No
546,327.2,53,309.2,11.0,D,Shrubland,March,morning,No
547,335.7,38,309.4,27.8,D,Shrubland,March,morning,No
548,325.8,43,308.5,15.1,D,Shrubland,March,morning,No
549,328.8,61,308.5,14.2,D,Shrubland,March,morning,No
550,330.7,71,311.1,14.4,D,Shrubland,March,morning,No
551,331.3,28,311.7,14.9,D,Shrubland,March,morning,No
552,336.0,41,312.5,21.3,D,Shrubland,March,morning,No
553,335.7,49,312.2,21.0,D,Shrubland,March,morning,No
554,328.8,62,309.7,13.6,D,Shrubland,March,morning,No
555,334.0,75,309.7,20.0,D,Shrubland,March,morning,No
556,332.8,73,310.1,18.3,D,Shrubland,March,morning,No
557,333.2,74,309.7,18.7,D,Shrubland,March,morning,No
558,327.1,52,307.6,11.1,D,Shrubland,March,morning,No
559,328.8,42,311.7,9.8,D,Shrubland,March,morning,No
560,328.6,55,311.7,8.8,D,Shrubland,March,morning,No
561,328.4,48,311.2,10.1,D,Shrubland,March,morning,No
562,336.6,78,310.6,23.4,D,Shrubland,March,morning,No
563,329.6,39,313.1,10.4,D,Shrubland,March,morning,No
564,329.4,65,312.1,11.9,D,Shrubland,March,morning,No
565,328.0,56,311.0,8.5,D,Shrubland,March,morning,No
566,326.3,56,307.9,10.4,D,Shrubland,March,morning,No
567,329.0,66,309.4,14.6,D,Shrubland,March,morning,No
568,339.8,84,310.4,31.4,D,Shrubland,March,morning,No
569,329.2,56,312.1,13.8,D,Shrubland,March,morning,No
570,325.9,43,308.8,9.3,D,Shrubland,March,morning,No
571,326.8,53,309.2,10.4,D,Shrubland,March,morning,No
572,308.5,75,298.1,5.9,N,Shrubland,March,evening,No
573,328.0,70,306.5,28.8,D,Shrubland,March,night,No
574,335.4,77,313.2,18.1,D,Shrubland,March,morning,No
575,340.5,85,309.9,33.4,D,Shrubland,March,morning,No
576,341.0,85,317.4,21.4,D,Shrubland,March,morning,No
577,326.3,28,310.4,4.5,D,Shrubland,March,morning,No
578,331.7,72,312.2,13.0,D,Shrubland,March,morning,No
579,335.6,64,310.9,21.6,D,Shrubland,March,morning,No
580,332.0,70,308.5,15.1,D,Shrubland,March,morning,No
581,330.7,49,309.0,15.4,D,Shrubland,March,morning,No
582,337.9,81,315.1,18.0,D,Shrubland,March,morning,No
583,330.2,67,314.1,8.2,D,Shrubland,March,morning,No
584,337.3,80,315.3,17.3,D,Shrubland,March,morning,No
585,341.9,86,315.7,25.1,D,Shrubland,March,morning,No
586,333.8,72,304.2,17.0,D,Shrubland,March,morning,No
587,329.7,20,313.3,8.4,D,Shrubland,March,morning,No
588,335.0,80,309.1,18.6,D,Shrubland,March,morning,No
589,337.2,80,313.9,20.5,D,Shrubland,March,morning,No
590,333.4,60,308.6,14.1,D,Shrubland,March,morning,No
591,332.5,55,315.2,10.5,D,Shrubland,March,morning,No
592,342.5,88,303.5,32.5,D,Shrubland,March,morning,No
593,340.9,86,312.6,25.1,D,Shrubland,March,morning,No
594,331.5,75,311.8,12.5,D,Shrubland,March,morning,No
595,336.8,62,313.2,19.5,D,Shrubland,March,morning,No
596,330.8,74,310.0,10.2,D,Shrubland,March,morning,No
597,330.5,68,303.6,12.8,D,Shrubland,March,morning,No
598,340.9,86,312.0,25.5,D,Shrubland,March,morning,No
599,333.7,77,313.5,13.4,D,Shrubland,March,morning,No
600,323.3,45,300.2,7.0,D,Shrubland,March,morning,No
601,327.3,65,300.7,11.2,D,Shrubland,March,morning,No
602,327.5,41,309.6,6.2,D,Shrubland,March,morning,No
603,329.9,70,310.3,11.5,D,Shrubland,March,morning,No
604,337.7,81,313.7,19.3,D,Shrubland,March,morning,No
605,328.3,66,311.5,8.7,D,Shrubland,March,morning,No
606,330.3,60,314.3,9.7,D,Shrubland,March,morning,No
607,325.4,56,307.6,6.5,D,Shrubland,March,morning,No
608,329.6,44,313.7,8.1,D,Shrubland,March,morning,No
609,327.6,69,309.8,17.9,D,Shrubland,March,morning,No
610,326.9,68,308.8,18.0,D,Shrubland,March,morning,No
611,327.0,62,308.0,15.3,D,Shrubland,March,morning,No
612,339.9,85,313.5,30.3,D,Shrubland,March,morning,No
613,328.6,61,306.8,19.1,D,Shrubland,March,morning,No
614,337.3,82,313.7,24.8,D,Shrubland,March,morning,No
615,333.8,77,311.1,39.2,D,Shrubland,March,morning,No
616,328.8,58,311.5,11.9,D,Shrubland,March,morning,No
617,328.3,28,311.5,11.6,D,Shrubland,March,morning,No
618,330.7,71,314.0,16.6,D,Shrubland,March,morning,No
619,330.9,71,313.1,17.3,D,Shrubland,March,morning,No
620,332.2,70,309.9,25.7,D,Shrubland,March,morning,No
621,327.4,51,310.3,13.0,D,Shrubland,March,morning,No
622,328.3,44,311.1,16.2,D,Shrubland,March,morning,No
623,339.6,84,313.8,35.7,D,Shrubland,March,morning,No
624,328.4,63,313.6,11.6,D,Shrubland,March,morning,No
625,325.9,65,304.9,10.5,D,Shrubland,March,morning,No
626,325.4,61,308.0,8.4,D,Shrubland,March,morning,No
627,327.2,46,308.9,10.6,D,Shrubland,March,morning,No
628,321.5,65,299.7,12.1,D,Shrubland,March,morning,No
629,321.5,61,300.2,12.4,D,Shrubland,March,morning,No
630,330.9,40,307.5,17.5,D,Shrubland,April,morning,Yes
631,332.0,74,307.4,17.9,D,Shrubland,April,morning,Yes
632,331.3,52,304.7,15.7,D,Shrubland,April,morning,Yes
633,327.9,36,309.8,9.0,D,Shrubland,April,morning,Yes
634,331.7,72,310.0,13.8,D,Shrubland,April,morning,Yes
635,329.2,31,310.0,9.3,D,Shrubland,April,morning,Yes
636,336.3,81,309.8,20.0,D,Shrubland,April,morning,Yes
637,331.6,76,309.3,13.8,D,Shrubland,April,morning,Yes
638,332.3,61,308.2,16.4,D,Shrubland,April,morning,Yes
639,327.1,42,307.0,7.3,D,Shrubland,April,morning,Yes
640,327.3,65,305.7,16.1,D,Shrubland,April,morning,Yes
641,330.6,44,307.7,18.7,D,Shrubland,April,morning,Yes
642,328.8,50,307.3,20.0,D,Shrubland,April,morning,Yes
643,329.8,50,307.5,23.9,D,Shrubland,April,morning,Yes
644,327.7,33,311.3,20.4,D,Shrubland,April,morning,Yes
645,330.4,67,313.7,8.4,D,Shrubland,April,morning,Yes
646,337.2,80,313.2,18.0,D,Shrubland,April,morning,Yes
647,329.7,57,313.7,7.7,D,Shrubland,April,morning,Yes
648,335.9,78,313.5,16.8,D,Shrubland,April,morning,Yes
649,328.7,65,312.4,8.2,D,Shrubland,April,morning,Yes
650,330.3,67,314.4,8.2,D,Shrubland,April,morning,Yes
651,332.5,73,313.6,12.5,D,Shrubland,April,morning,Yes
652,327.7,44,311.3,6.6,D,Shrubland,April,morning,Yes
653,330.1,65,314.0,8.9,D,Shrubland,April,morning,Yes
654,330.8,69,312.5,24.6,D,Shrubland,April,morning,Yes
655,333.0,70,314.5,27.8,D,Shrubland,April,morning,Yes
656,330.4,62,312.4,18.4,D,Shrubland,April,morning,Yes
657,330.3,65,312.9,20.3,D,Shrubland,April,morning,Yes
658,330.2,52,311.4,19.0,D,Shrubland,April,morning,Yes
659,337.0,77,311.4,19.9,D,Shrubland,April,morning,Yes
660,332.5,68,311.2,11.7,D,Shrubland,April,morning,Yes
661,338.4,80,310.4,25.2,D,Shrubland,April,morning,Yes
662,332.6,59,315.1,9.7,D,Shrubland,April,morning,Yes
663,328.3,55,309.5,12.2,D,Shrubland,April,morning,Yes
664,337.2,77,308.8,21.5,D,Shrubland,April,morning,Yes
665,344.1,88,314.5,27.6,D,Shrubland,April,morning,Yes
666,331.3,70,311.2,10.6,D,Shrubland,April,morning,Yes
667,333.0,66,312.5,8.9,D,Shrubland,April,morning,Yes
668,331.5,70,312.7,9.5,D,Shrubland,April,morning,Yes
669,332.2,72,312.6,9.9,D,Shrubland,April,morning,Yes
670,330.7,69,312.1,8.3,D,Shrubland,April,morning,Yes
671,306.7,69,294.6,6.8,N,Shrubland,April,evening,Yes
672,331.9,72,306.3,20.5,D,Shrubland,April,morning,Yes
673,328.8,65,306.3,15.9,D,Shrubland,April,morning,Yes
674,327.9,58,309.0,13.2,D,Shrubland,April,morning,Yes
675,334.8,75,308.5,14.2,D,Shrubland,April,morning,Yes
676,328.3,28,306.9,15.7,D,Shrubland,April,morning,Yes
677,330.7,71,304.7,20.1,D,Shrubland,May,morning,Yes
678,324.0,53,284.0,22.1,D,Shrubland,May,morning,Yes
679,331.2,59,297.9,40.7,D,Shrubland,May,morning,Yes
680,319.8,30,304.5,7.1,D,Shrubland,May,morning,Yes
681,320.9,49,304.4,8.3,D,Shrubland,May,morning,Yes
682,340.0,78,306.7,81.1,D,Shrubland,May,morning,Yes
683,353.9,96,308.1,172.6,D,Shrubland,May,morning,Yes
684,337.5,80,306.9,71.1,D,Shrubland,May,morning,Yes
685,347.5,91,307.2,128.9,D,Shrubland,May,morning,Yes
686,327.8,54,307.1,30.5,D,Shrubland,May,morning,Yes
687,312.1,73,301.3,6.2,N,Shrubland,May,afternoon,Yes
688,337.7,77,309.3,29.2,D,Shrubland,May,morning,Yes
689,363.8,100,314.5,117.3,D,Shrubland,May,morning,Yes
690,351.1,93,311.8,68.3,D,Shrubland,May,morning,Yes
691,334.7,58,312.6,21.2,D,Shrubland,May,morning,Yes
692,336.2,69,318.1,8.8,D,Shrubland,May,morning,Yes
693,334.7,73,306.3,13.3,D,Shrubland,June,morning,Yes
694,317.3,54,306.4,6.5,D,Shrubland,November,morning,Yes
695,309.7,65,289.3,9.0,D,Shrubland,November,morning,Yes
696,327.4,73,305.1,23.3,D,Shrubland,November,morning,Yes
697,313.2,58,299.3,8.4,D,Shrubland,November,morning,Yes
698,312.7,43,300.4,4.2,D,Shrubland,December,morning,Yes
699,321.4,70,302.2,10.1,D,Shrubland,December,morning,Yes
700,324.6,65,308.4,11.7,D,Shrubland,December,morning,Yes
701,316.2,40,305.8,8.1,D,Shrubland,December,morning,Yes
702,312.4,59,300.0,29.4,D,Shrubland,December,morning,Yes
703,326.3,76,301.9,13.2,D,Shrubland,December,morning,Yes
704,318.3,61,301.2,12.5,D,Shrubland,December,morning,Yes
705,315.3,60,299.5,6.6,D,Shrubland,December,morning,Yes
706,312.5,42,299.7,8.0,D,Shrubland,December,morning,Yes
707,311.9,61,298.4,7.6,D,Shrubland,December,morning,Yes
708,317.1,59,304.8,8.6,D,Shrubland,December,morning,Yes
709,324.7,74,304.7,16.4,D,Shrubland,December,morning,Yes
710,318.2,66,303.5,9.8,D,Shrubland,December,morning,Yes
711,316.8,60,305.1,8.1,D,Shrubland,December,morning,Yes
712,309.8,54,298.9,11.1,D,Shrubland,December,morning,Yes
713,317.7,61,303.2,7.4,D,Shrubland,December,morning,Yes
714,334.5,85,303.7,27.2,D,Shrubland,December,morning,Yes
715,316.3,47,304.8,6.2,D,Shrubland,December,morning,Yes
716,316.7,44,306.0,4.8,D,Shrubland,December,morning,Yes
717,321.3,45,304.2,9.4,D,Shrubland,December,morning,Yes
718,315.2,46,295.8,6.7,D,Shrubland,December,morning,Yes
719,315.5,34,293.5,6.5,D,Shrubland,December,morning,Yes
720,324.2,72,301.8,12.6,D,Shrubland,December,morning,Yes
721,321.9,62,306.3,9.6,D,Shrubland,December,morning,Yes
722,323.0,71,299.9,14.1,D,Shrubland,December,morning,Yes
723,317.5,58,302.8,6.4,D,Shrubland,December,morning,Yes
724,317.5,53,293.9,9.7,D,Shrubland,December,morning,Yes
725,316.9,48,306.3,5.4,D,Shrubland,December,morning,Yes
726,331.0,77,303.1,22.4,D,Shrubland,December,morning,Yes
727,314.9,59,303.6,9.6,D,Shrubland,December,morning,Yes
728,321.5,66,306.1,16.3,D,Shrubland,December,morning,Yes
729,309.5,30,296.4,6.2,D,Shrubland,December,morning,Yes
730,318.0,63,304.1,13.2,D,Shrubland,December,morning,Yes
731,323.1,67,305.4,20.2,D,Shrubland,December,morning,Yes
732,329.5,77,306.2,32.0,D,Shrubland,December,morning,Yes
733,314.8,44,304.4,6.2,D,Shrubland,December,morning,Yes
734,320.3,42,308.3,8.2,D,Shrubland,December,morning,Yes
735,323.4,63,309.5,14.3,D,Shrubland,December,morning,Yes
736,334.8,83,309.0,33.0,D,Shrubland,December,morning,Yes
737,321.5,45,307.5,10.3,D,Shrubland,December,morning,Yes
738,327.6,74,307.0,21.0,D,Shrubland,December,morning,Yes
739,337.6,85,308.1,40.1,D,Shrubland,December,morning,Yes
740,321.5,61,308.1,11.8,D,Shrubland,December,morning,Yes
741,322.4,59,309.7,11.5,D,Shrubland,December,morning,Yes
742,323.1,65,308.3,14.7,D,Shrubland,December,morning,Yes
743,321.7,66,306.7,14.4,D,Shrubland,December,morning,Yes
744,319.2,54,306.9,6.7,D,Shrubland,December,morning,Yes
745,317.2,24,306.4,4.7,D,Shrubland,December,morning,Yes
746,317.3,55,305.3,5.9,D,Shrubland,December,morning,Yes
747,322.6,69,307.2,10.4,D,Shrubland,December,morning,Yes
748,317.4,53,307.1,5.9,D,Shrubland,December,morning,Yes
749,323.4,69,306.0,12.9,D,Shrubland,December,morning,Yes
750,319.7,58,307.5,18.6,D,Shrubland,December,morning,Yes
751,320.3,55,307.4,12.6,D,Shrubland,January,morning,No
752,323.7,61,307.4,13.3,D,Shrubland,January,morning,No
753,323.6,53,306.9,12.9,D,Shrubland,January,morning,No
754,314.9,47,302.2,7.5,D,Shrubland,January,morning,No
755,317.0,60,304.4,10.5,D,Shrubland,January,morning,No
756,326.4,77,304.9,21.8,D,Shrubland,January,morning,No
757,344.0,92,307.1,53.2,D,Shrubland,January,morning,No
758,328.6,66,304.2,19.8,D,Shrubland,January,morning,No
759,319.9,54,305.9,7.4,D,Shrubland,January,morning,No
760,320.7,59,307.2,8.0,D,Shrubland,January,morning,No
761,323.4,73,301.5,14.9,D,Shrubland,January,morning,No
762,315.6,52,301.6,7.2,D,Shrubland,January,morning,No
763,314.3,38,302.1,8.3,D,Shrubland,January,morning,No
764,321.4,70,298.0,10.5,D,Shrubland,January,morning,No
765,339.2,88,299.9,33.4,D,Shrubland,January,morning,No
766,315.1,27,292.2,5.3,D,Shrubland,January,morning,No
767,320.4,69,302.6,8.1,D,Shrubland,January,morning,No
768,326.4,77,300.0,18.1,D,Shrubland,January,morning,No
769,322.6,79,293.8,34.1,D,Shrubland,January,morning,No
770,310.4,62,293.6,11.5,D,Shrubland,January,morning,No
771,310.0,50,293.7,10.1,D,Shrubland,January,morning,No
772,310.5,51,298.3,5.4,D,Shrubland,January,morning,No
773,310.9,26,290.2,8.2,D,Shrubland,January,morning,No
774,318.5,97,291.1,17.0,N,Shrubland,January,afternoon,No
775,319.7,67,306.0,7.9,D,Shrubland,January,morning,No
776,327.4,79,300.8,19.1,D,Shrubland,January,morning,No
777,328.2,79,299.0,19.6,D,Shrubland,January,morning,No
778,314.6,26,303.4,8.9,D,Shrubland,January,morning,No
779,316.7,53,303.6,11.3,D,Shrubland,January,morning,No
780,320.5,39,301.1,14.0,D,Shrubland,January,morning,No
781,317.4,34,299.9,8.6,D,Shrubland,January,morning,No
782,324.2,76,300.1,17.1,D,Shrubland,January,morning,No
783,317.9,56,302.9,7.2,D,Shrubland,January,morning,No
784,330.3,82,301.3,24.2,D,Shrubland,January,morning,No
785,314.0,49,303.9,6.3,D,Shrubland,January,morning,No
786,312.3,29,300.1,4.8,D,Shrubland,January,morning,No
787,315.7,62,299.8,9.0,D,Shrubland,January,morning,No
788,318.6,57,302.2,27.3,D,Shrubland,January,morning,No
789,318.4,52,301.7,26.4,D,Shrubland,January,morning,No
790,317.5,21,300.4,7.8,D,Shrubland,January,morning,No
791,328.0,76,301.2,21.1,D,Shrubland,January,morning,No
792,318.6,65,297.2,17.1,D,Shrubland,January,morning,No
793,316.9,49,302.1,8.1,D,Shrubland,January,morning,No
794,324.1,66,306.4,11.2,D,Shrubland,January,morning,No
795,327.8,76,296.4,20.8,D,Shrubland,January,morning,No
796,324.7,64,309.8,14.1,D,Shrubland,January,morning,No
797,324.8,65,309.2,12.7,D,Shrubland,January,morning,No
798,335.7,83,308.8,28.4,D,Shrubland,January,morning,No
799,304.3,59,294.3,11.8,N,Shrubland,January,evening,No
800,318.9,38,306.3,16.3,D,Shrubland,February,morning,No
801,323.9,53,306.6,22.1,D,Shrubland,February,morning,No
802,321.7,56,305.2,18.2,D,Shrubland,February,morning,No
803,323.5,69,301.9,21.0,D,Shrubland,February,morning,No
804,320.5,61,303.2,17.1,D,Shrubland,February,morning,No
805,322.4,63,305.8,19.9,D,Shrubland,February,morning,No
806,324.4,31,309.7,23.0,D,Shrubland,February,morning,No
807,326.6,72,305.5,29.9,D,Shrubland,February,morning,No
808,342.2,89,310.1,69.9,D,Shrubland,February,morning,No
809,309.0,76,294.5,10.3,N,Shrubland,February,evening,No
810,318.9,47,304.1,7.4,D,Shrubland,February,morning,No
811,316.4,46,303.3,5.1,D,Shrubland,February,morning,No
812,316.9,57,301.2,6.0,D,Shrubland,February,morning,No
813,330.8,79,303.1,51.8,D,Shrubland,February,morning,No
814,325.9,72,298.5,36.0,D,Shrubland,February,morning,No
815,324.5,69,300.0,32.0,D,Shrubland,February,morning,No
816,322.8,66,296.4,27.9,D,Shrubland,February,morning,No
817,317.4,36,298.8,14.8,D,Shrubland,February,morning,No
818,320.4,59,300.2,21.6,D,Shrubland,February,morning,No
819,326.4,67,309.5,18.0,D,Shrubland,February,morning,No
820,322.8,52,308.5,11.1,D,Shrubland,February,morning,No
821,325.8,55,304.4,18.4,D,Shrubland,February,morning,No
822,328.2,68,305.5,22.8,D,Shrubland,February,morning,No
823,316.7,41,295.6,14.9,D,Shrubland,February,morning,No
824,318.5,40,296.6,18.2,D,Shrubland,February,morning,No
825,315.7,32,297.4,16.8,D,Shrubland,February,morning,No
826,326.2,75,297.5,46.7,D,Shrubland,February,morning,No
827,319.8,28,304.0,9.8,D,Shrubland,February,morning,No
828,316.2,47,305.4,26.9,D,Shrubland,February,morning,No
829,306.5,68,293.9,6.0,N,Shrubland,February,afternoon,No
830,321.3,34,305.5,8.2,D,Shrubland,February,morning,No
831,326.6,71,308.6,15.1,D,Shrubland,February,morning,No
832,329.3,62,312.5,10.7,D,Shrubland,February,morning,No
833,327.4,74,308.4,16.8,D,Shrubland,February,morning,No
834,321.3,57,306.3,11.4,D,Shrubland,February,morning,No
